value,year,age,sex
220,1927,67,M
242,1928,67,M
234,1929,67,M
281,1930,67,M
303,1931,67,M
318,1932,67,M
309,1933,67,M
326,1934,67,M
302,1935,67,M
256,1936,67,M
249,1937,67,M
269,1938,67,M
223,1939,67,M
272,1940,67,M
302,1941,67,M
313,1942,67,M
295,1943,67,M
313,1944,67,M
326,1945,67,M
307,1946,67,M
300,1947,67,M
309,1948,67,M
275,1949,67,M
264,1950,67,M
332,1951,67,M
419,1952,67,M
392,1953,67,M
400,1954,67,M
380,1955,67,M
425,1956,67,M
424,1957,67,M
409,1958,67,M
546,1959,67,M
534,1960,67,M
572,1961,67,M
513,1962,67,M
518,1963,67,M
586,1964,67,M
563,1965,67,M
562,1966,67,M
525,1967,67,M
529,1968,67,M
550,1969,67,M
561,1970,67,M
638,1971,67,M
644,1972,67,M
601,1973,67,M
671,1974,67,M
571,1975,67,M
618,1976,67,M
671,1977,67,M
647,1978,67,M
662,1979,67,M
673,1980,67,M
685,1981,67,M
684,1982,67,M
692,1983,67,M
704,1984,67,M
722,1985,67,M
742,1986,67,M
730,1987,67,M
827,1988,67,M
875,1989,67,M
796,1990,67,M
833,1991,67,M
853,1992,67,M
873,1993,67,M
885,1994,67,M
915,1995,67,M
931,1996,67,M
946,1997,67,M
1011,1998,67,M
993,1999,67,M
958,2000,67,M
888,2001,67,M
896,2002,67,M
888,2003,67,M
892,2004,67,M
929,2005,67,M
913,2006,67,M
931,2007,67,M
891,2008,67,M
974,2009,67,M
1135,2010,67,M
1163,2011,67,M
1263,2012,67,M
1369,2013,67,M
1404,2014,67,M
1497,2015,67,M
1490,2016,67,M
1598,2017,67,M
1694,2018,67,M
1596,2019,67,M
109,1841,68,M
115,1842,68,M
98,1843,68,M
90,1844,68,M
93,1845,68,M
82,1846,68,M
85,1847,68,M
68,1848,68,M
68,1849,68,M
80,1850,68,M
75,1851,68,M
67,1852,68,M
38,1853,68,M
56,1854,68,M
73,1855,68,M
77,1856,68,M
111,1857,68,M
140,1858,68,M
161,1859,68,M
125,1860,68,M
89,1861,68,M
124,1862,68,M
142,1863,68,M
137,1864,68,M
87,1865,68,M
108,1866,68,M
133,1867,68,M
136,1868,68,M
195,1869,68,M
125,1870,68,M
125,1871,68,M
98,1872,68,M
80,1873,68,M
80,1874,68,M
67,1875,68,M
96,1876,68,M
135,1877,68,M
111,1878,68,M
103,1879,68,M
71,1880,68,M
81,1881,68,M
94,1882,68,M
87,1883,68,M
86,1884,68,M
78,1885,68,M
98,1886,68,M
132,1887,68,M
122,1888,68,M
115,1889,68,M
121,1890,68,M
130,1891,68,M
150,1892,68,M
163,1893,68,M
113,1894,68,M
98,1895,68,M
116,1896,68,M
177,1897,68,M
192,1898,68,M
212,1899,68,M
208,1900,68,M
168,1901,68,M
166,1902,68,M
165,1903,68,M
148,1904,68,M
147,1905,68,M
125,1906,68,M
138,1907,68,M
146,1908,68,M
177,1909,68,M
153,1910,68,M
154,1911,68,M
139,1912,68,M
164,1913,68,M
153,1914,68,M
111,1915,68,M
149,1916,68,M
190,1917,68,M
185,1918,68,M
248,1919,68,M
234,1920,68,M
244,1921,68,M
201,1922,68,M
202,1923,68,M
221,1924,68,M
227,1925,68,M
219,1926,68,M
234,1927,68,M
208,1928,68,M
232,1929,68,M
225,1930,68,M
269,1931,68,M
294,1932,68,M
303,1933,68,M
294,1934,68,M
315,1935,68,M
284,1936,68,M
247,1937,68,M
238,1938,68,M
259,1939,68,M
215,1940,68,M
265,1941,68,M
291,1942,68,M
304,1943,68,M
290,1944,68,M
304,1945,68,M
316,1946,68,M
298,1947,68,M
293,1948,68,M
299,1949,68,M
265,1950,68,M
254,1951,68,M
322,1952,68,M
402,1953,68,M
382,1954,68,M
389,1955,68,M
366,1956,68,M
415,1957,68,M
413,1958,68,M
397,1959,68,M
534,1960,68,M
523,1961,68,M
557,1962,68,M
502,1963,68,M
504,1964,68,M
564,1965,68,M
540,1966,68,M
547,1967,68,M
512,1968,68,M
515,1969,68,M
534,1970,68,M
545,1971,68,M
609,1972,68,M
629,1973,68,M
586,1974,68,M
640,1975,68,M
557,1976,68,M
596,1977,68,M
653,1978,68,M
631,1979,68,M
640,1980,68,M
663,1981,68,M
664,1982,68,M
661,1983,68,M
669,1984,68,M
683,1985,68,M
704,1986,68,M
725,1987,68,M
715,1988,68,M
808,1989,68,M
862,1990,68,M
777,1991,68,M
809,1992,68,M
828,1993,68,M
862,1994,68,M
868,1995,68,M
898,1996,68,M
908,1997,68,M
924,1998,68,M
992,1999,68,M
976,2000,68,M
936,2001,68,M
880,2002,68,M
879,2003,68,M
878,2004,68,M
879,2005,68,M
919,2006,68,M
900,2007,68,M
918,2008,68,M
878,2009,68,M
960,2010,68,M
1120,2011,68,M
1150,2012,68,M
1241,2013,68,M
1351,2014,68,M
1389,2015,68,M
1478,2016,68,M
1471,2017,68,M
1582,2018,68,M
1681,2019,68,M
116,1841,69,M
103,1842,69,M
106,1843,69,M
85,1844,69,M
86,1845,69,M
86,1846,69,M
63,1847,69,M
79,1848,69,M
61,1849,69,M
61,1850,69,M
77,1851,69,M
71,1852,69,M
66,1853,69,M
37,1854,69,M
56,1855,69,M
61,1856,69,M
75,1857,69,M
110,1858,69,M
139,1859,69,M
145,1860,69,M
107,1861,69,M
86,1862,69,M
112,1863,69,M
124,1864,69,M
133,1865,69,M
81,1866,69,M
92,1867,69,M
125,1868,69,M
126,1869,69,M
175,1870,69,M
107,1871,69,M
111,1872,69,M
90,1873,69,M
77,1874,69,M
77,1875,69,M
65,1876,69,M
95,1877,69,M
131,1878,69,M
105,1879,69,M
88,1880,69,M
66,1881,69,M
76,1882,69,M
87,1883,69,M
77,1884,69,M
83,1885,69,M
73,1886,69,M
92,1887,69,M
123,1888,69,M
115,1889,69,M
105,1890,69,M
112,1891,69,M
120,1892,69,M
132,1893,69,M
141,1894,69,M
96,1895,69,M
96,1896,69,M
115,1897,69,M
160,1898,69,M
170,1899,69,M
188,1900,69,M
190,1901,69,M
156,1902,69,M
152,1903,69,M
147,1904,69,M
131,1905,69,M
134,1906,69,M
108,1907,69,M
120,1908,69,M
131,1909,69,M
167,1910,69,M
138,1911,69,M
147,1912,69,M
139,1913,69,M
160,1914,69,M
139,1915,69,M
110,1916,69,M
137,1917,69,M
175,1918,69,M
169,1919,69,M
237,1920,69,M
222,1921,69,M
227,1922,69,M
185,1923,69,M
180,1924,69,M
195,1925,69,M
204,1926,69,M
207,1927,69,M
222,1928,69,M
198,1929,69,M
220,1930,69,M
217,1931,69,M
253,1932,69,M
276,1933,69,M
284,1934,69,M
276,1935,69,M
295,1936,69,M
261,1937,69,M
229,1938,69,M
224,1939,69,M
255,1940,69,M
202,1941,69,M
252,1942,69,M
276,1943,69,M
289,1944,69,M
279,1945,69,M
290,1946,69,M
304,1947,69,M
292,1948,69,M
285,1949,69,M
288,1950,69,M
252,1951,69,M
241,1952,69,M
306,1953,69,M
382,1954,69,M
366,1955,69,M
375,1956,69,M
346,1957,69,M
396,1958,69,M
400,1959,69,M
384,1960,69,M
514,1961,69,M
507,1962,69,M
543,1963,69,M
492,1964,69,M
490,1965,69,M
553,1966,69,M
520,1967,69,M
528,1968,69,M
499,1969,69,M
503,1970,69,M
514,1971,69,M
527,1972,69,M
595,1973,69,M
613,1974,69,M
571,1975,69,M
628,1976,69,M
542,1977,69,M
585,1978,69,M
643,1979,69,M
615,1980,69,M
627,1981,69,M
644,1982,69,M
651,1983,69,M
636,1984,69,M
651,1985,69,M
665,1986,69,M
688,1987,69,M
714,1988,69,M
694,1989,69,M
791,1990,69,M
849,1991,69,M
761,1992,69,M
796,1993,69,M
808,1994,69,M
853,1995,69,M
847,1996,69,M
887,1997,69,M
882,1998,69,M
907,1999,69,M
975,2000,69,M
962,2001,69,M
920,2002,69,M
866,2003,69,M
868,2004,69,M
866,2005,69,M
865,2006,69,M
901,2007,69,M
887,2008,69,M
908,2009,69,M
859,2010,69,M
941,2011,69,M
1093,2012,69,M
1137,2013,69,M
1229,2014,69,M
1333,2015,69,M
1369,2016,69,M
1454,2017,69,M
1451,2018,69,M
1566,2019,69,M
112,1841,70,M
110,1842,70,M
96,1843,70,M
90,1844,70,M
81,1845,70,M
80,1846,70,M
77,1847,70,M
60,1848,70,M
76,1849,70,M
60,1850,70,M
58,1851,70,M
72,1852,70,M
67,1853,70,M
61,1854,70,M
34,1855,70,M
52,1856,70,M
56,1857,70,M
68,1858,70,M
100,1859,70,M
128,1860,70,M
135,1861,70,M
96,1862,70,M
77,1863,70,M
94,1864,70,M
120,1865,70,M
119,1866,70,M
65,1867,70,M
89,1868,70,M
119,1869,70,M
117,1870,70,M
169,1871,70,M
91,1872,70,M
100,1873,70,M
87,1874,70,M
76,1875,70,M
72,1876,70,M
61,1877,70,M
80,1878,70,M
110,1879,70,M
89,1880,70,M
73,1881,70,M
62,1882,70,M
70,1883,70,M
82,1884,70,M
76,1885,70,M
78,1886,70,M
65,1887,70,M
80,1888,70,M
112,1889,70,M
108,1890,70,M
98,1891,70,M
106,1892,70,M
118,1893,70,M
128,1894,70,M
136,1895,70,M
94,1896,70,M
96,1897,70,M
115,1898,70,M
158,1899,70,M
154,1900,70,M
177,1901,70,M
180,1902,70,M
153,1903,70,M
149,1904,70,M
143,1905,70,M
126,1906,70,M
133,1907,70,M
107,1908,70,M
118,1909,70,M
128,1910,70,M
160,1911,70,M
132,1912,70,M
143,1913,70,M
134,1914,70,M
152,1915,70,M
124,1916,70,M
108,1917,70,M
131,1918,70,M
167,1919,70,M
162,1920,70,M
230,1921,70,M
218,1922,70,M
223,1923,70,M
180,1924,70,M
171,1925,70,M
191,1926,70,M
201,1927,70,M
202,1928,70,M
221,1929,70,M
188,1930,70,M
216,1931,70,M
208,1932,70,M
248,1933,70,M
269,1934,70,M
276,1935,70,M
264,1936,70,M
294,1937,70,M
253,1938,70,M
226,1939,70,M
222,1940,70,M
252,1941,70,M
198,1942,70,M
246,1943,70,M
274,1944,70,M
284,1945,70,M
275,1946,70,M
286,1947,70,M
297,1948,70,M
282,1949,70,M
277,1950,70,M
276,1951,70,M
251,1952,70,M
238,1953,70,M
299,1954,70,M
375,1955,70,M
362,1956,70,M
369,1957,70,M
339,1958,70,M
389,1959,70,M
392,1960,70,M
379,1961,70,M
502,1962,70,M
492,1963,70,M
533,1964,70,M
467,1965,70,M
469,1966,70,M
533,1967,70,M
503,1968,70,M
511,1969,70,M
481,1970,70,M
474,1971,70,M
498,1972,70,M
513,1973,70,M
582,1974,70,M
596,1975,70,M
552,1976,70,M
615,1977,70,M
526,1978,70,M
568,1979,70,M
627,1980,70,M
598,1981,70,M
603,1982,70,M
616,1983,70,M
633,1984,70,M
616,1985,70,M
629,1986,70,M
646,1987,70,M
663,1988,70,M
701,1989,70,M
666,1990,70,M
760,1991,70,M
833,1992,70,M
748,1993,70,M
777,1994,70,M
785,1995,70,M
832,1996,70,M
818,1997,70,M
853,1998,70,M
867,1999,70,M
883,2000,70,M
955,2001,70,M
931,2002,70,M
900,2003,70,M
847,2004,70,M
849,2005,70,M
849,2006,70,M
852,2007,70,M
881,2008,70,M
863,2009,70,M
891,2010,70,M
840,2011,70,M
928,2012,70,M
1079,2013,70,M
1110,2014,70,M
1211,2015,70,M
1320,2016,70,M
1345,2017,70,M
1431,2018,70,M
1430,2019,70,M
110,1841,71,M
107,1842,71,M
103,1843,71,M
80,1844,71,M
85,1845,71,M
73,1846,71,M
67,1847,71,M
72,1848,71,M
57,1849,71,M
75,1850,71,M
58,1851,71,M
53,1852,71,M
67,1853,71,M
61,1854,71,M
57,1855,71,M
33,1856,71,M
49,1857,71,M
52,1858,71,M
58,1859,71,M
89,1860,71,M
118,1861,71,M
129,1862,71,M
83,1863,71,M
73,1864,71,M
89,1865,71,M
111,1866,71,M
94,1867,71,M
61,1868,71,M
83,1869,71,M
110,1870,71,M
110,1871,71,M
154,1872,71,M
83,1873,71,M
91,1874,71,M
86,1875,71,M
75,1876,71,M
67,1877,71,M
54,1878,71,M
73,1879,71,M
96,1880,71,M
83,1881,71,M
68,1882,71,M
56,1883,71,M
64,1884,71,M
80,1885,71,M
72,1886,71,M
76,1887,71,M
59,1888,71,M
70,1889,71,M
103,1890,71,M
101,1891,71,M
94,1892,71,M
103,1893,71,M
117,1894,71,M
121,1895,71,M
128,1896,71,M
93,1897,71,M
95,1898,71,M
114,1899,71,M
147,1900,71,M
143,1901,71,M
167,1902,71,M
166,1903,71,M
146,1904,71,M
142,1905,71,M
131,1906,71,M
123,1907,71,M
130,1908,71,M
106,1909,71,M
114,1910,71,M
123,1911,71,M
154,1912,71,M
129,1913,71,M
136,1914,71,M
133,1915,71,M
144,1916,71,M
114,1917,71,M
107,1918,71,M
123,1919,71,M
159,1920,71,M
156,1921,71,M
219,1922,71,M
206,1923,71,M
213,1924,71,M
175,1925,71,M
168,1926,71,M
182,1927,71,M
197,1928,71,M
194,1929,71,M
208,1930,71,M
184,1931,71,M
206,1932,71,M
202,1933,71,M
239,1934,71,M
263,1935,71,M
263,1936,71,M
255,1937,71,M
281,1938,71,M
243,1939,71,M
212,1940,71,M
218,1941,71,M
241,1942,71,M
197,1943,71,M
233,1944,71,M
264,1945,71,M
275,1946,71,M
268,1947,71,M
271,1948,71,M
286,1949,71,M
273,1950,71,M
269,1951,71,M
274,1952,71,M
248,1953,71,M
236,1954,71,M
294,1955,71,M
366,1956,71,M
352,1957,71,M
360,1958,71,M
325,1959,71,M
375,1960,71,M
382,1961,71,M
362,1962,71,M
485,1963,71,M
476,1964,71,M
514,1965,71,M
472,1966,71,M
448,1967,71,M
513,1968,71,M
485,1969,71,M
488,1970,71,M
463,1971,71,M
459,1972,71,M
479,1973,71,M
490,1974,71,M
562,1975,71,M
579,1976,71,M
527,1977,71,M
592,1978,71,M
513,1979,71,M
546,1980,71,M
606,1981,71,M
584,1982,71,M
585,1983,71,M
592,1984,71,M
602,1985,71,M
592,1986,71,M
619,1987,71,M
627,1988,71,M
633,1989,71,M
687,1990,71,M
656,1991,71,M
731,1992,71,M
801,1993,71,M
725,1994,71,M
752,1995,71,M
756,1996,71,M
806,1997,71,M
793,1998,71,M
825,1999,71,M
843,2000,71,M
864,2001,71,M
932,2002,71,M
911,2003,71,M
882,2004,71,M
831,2005,71,M
844,2006,71,M
834,2007,71,M
833,2008,71,M
867,2009,71,M
845,2010,71,M
877,2011,71,M
824,2012,71,M
913,2013,71,M
1060,2014,71,M
1090,2015,71,M
1185,2016,71,M
1299,2017,71,M
1317,2018,71,M
1400,2019,71,M
92,1841,72,M
104,1842,72,M
99,1843,72,M
84,1844,72,M
75,1845,72,M
78,1846,72,M
59,1847,72,M
62,1848,72,M
68,1849,72,M
56,1850,72,M
72,1851,72,M
52,1852,72,M
50,1853,72,M
60,1854,72,M
57,1855,72,M
51,1856,72,M
32,1857,72,M
45,1858,72,M
47,1859,72,M
50,1860,72,M
77,1861,72,M
110,1862,72,M
110,1863,72,M
70,1864,72,M
70,1865,72,M
79,1866,72,M
92,1867,72,M
89,1868,72,M
55,1869,72,M
73,1870,72,M
103,1871,72,M
108,1872,72,M
142,1873,72,M
71,1874,72,M
85,1875,72,M
85,1876,72,M
72,1877,72,M
63,1878,72,M
52,1879,72,M
63,1880,72,M
89,1881,72,M
78,1882,72,M
62,1883,72,M
53,1884,72,M
60,1885,72,M
75,1886,72,M
69,1887,72,M
70,1888,72,M
52,1889,72,M
64,1890,72,M
89,1891,72,M
87,1892,72,M
87,1893,72,M
98,1894,72,M
107,1895,72,M
113,1896,72,M
122,1897,72,M
92,1898,72,M
92,1899,72,M
109,1900,72,M
131,1901,72,M
131,1902,72,M
161,1903,72,M
157,1904,72,M
133,1905,72,M
131,1906,72,M
125,1907,72,M
114,1908,72,M
118,1909,72,M
98,1910,72,M
107,1911,72,M
116,1912,72,M
149,1913,72,M
124,1914,72,M
126,1915,72,M
124,1916,72,M
136,1917,72,M
109,1918,72,M
100,1919,72,M
113,1920,72,M
153,1921,72,M
143,1922,72,M
198,1923,72,M
196,1924,72,M
202,1925,72,M
172,1926,72,M
158,1927,72,M
173,1928,72,M
194,1929,72,M
183,1930,72,M
198,1931,72,M
174,1932,72,M
200,1933,72,M
193,1934,72,M
231,1935,72,M
249,1936,72,M
250,1937,72,M
239,1938,72,M
264,1939,72,M
224,1940,72,M
202,1941,72,M
203,1942,72,M
229,1943,72,M
196,1944,72,M
221,1945,72,M
255,1946,72,M
267,1947,72,M
260,1948,72,M
256,1949,72,M
276,1950,72,M
262,1951,72,M
256,1952,72,M
267,1953,72,M
241,1954,72,M
225,1955,72,M
284,1956,72,M
350,1957,72,M
338,1958,72,M
350,1959,72,M
311,1960,72,M
368,1961,72,M
372,1962,72,M
353,1963,72,M
466,1964,72,M
460,1965,72,M
497,1966,72,M
453,1967,72,M
422,1968,72,M
488,1969,72,M
474,1970,72,M
468,1971,72,M
443,1972,72,M
441,1973,72,M
461,1974,72,M
468,1975,72,M
544,1976,72,M
554,1977,72,M
494,1978,72,M
573,1979,72,M
502,1980,72,M
527,1981,72,M
572,1982,72,M
564,1983,72,M
564,1984,72,M
568,1985,72,M
587,1986,72,M
566,1987,72,M
594,1988,72,M
606,1989,72,M
615,1990,72,M
664,1991,72,M
634,1992,72,M
714,1993,72,M
776,1994,72,M
699,1995,72,M
728,1996,72,M
734,1997,72,M
773,1998,72,M
768,1999,72,M
803,2000,72,M
817,2001,72,M
842,2002,72,M
907,2003,72,M
887,2004,72,M
863,2005,72,M
822,2006,72,M
826,2007,72,M
819,2008,72,M
809,2009,72,M
848,2010,72,M
832,2011,72,M
860,2012,72,M
813,2013,72,M
902,2014,72,M
1036,2015,72,M
1068,2016,72,M
1162,2017,72,M
1271,2018,72,M
1287,2019,72,M
74,1841,73,M
85,1842,73,M
94,1843,73,M
79,1844,73,M
78,1845,73,M
66,1846,73,M
62,1847,73,M
54,1848,73,M
58,1849,73,M
65,1850,73,M
53,1851,73,M
66,1852,73,M
50,1853,73,M
46,1854,73,M
55,1855,73,M
51,1856,73,M
48,1857,73,M
27,1858,73,M
44,1859,73,M
37,1860,73,M
37,1861,73,M
69,1862,73,M
104,1863,73,M
96,1864,73,M
64,1865,73,M
59,1866,73,M
59,1867,73,M
87,1868,73,M
82,1869,73,M
44,1870,73,M
64,1871,73,M
101,1872,73,M
103,1873,73,M
129,1874,73,M
55,1875,73,M
79,1876,73,M
80,1877,73,M
68,1878,73,M
60,1879,73,M
49,1880,73,M
59,1881,73,M
83,1882,73,M
71,1883,73,M
54,1884,73,M
49,1885,73,M
55,1886,73,M
71,1887,73,M
67,1888,73,M
67,1889,73,M
45,1890,73,M
55,1891,73,M
75,1892,73,M
76,1893,73,M
83,1894,73,M
87,1895,73,M
98,1896,73,M
104,1897,73,M
111,1898,73,M
85,1899,73,M
86,1900,73,M
95,1901,73,M
120,1902,73,M
125,1903,73,M
150,1904,73,M
144,1905,73,M
123,1906,73,M
124,1907,73,M
116,1908,73,M
107,1909,73,M
106,1910,73,M
92,1911,73,M
100,1912,73,M
110,1913,73,M
140,1914,73,M
116,1915,73,M
116,1916,73,M
116,1917,73,M
130,1918,73,M
101,1919,73,M
90,1920,73,M
107,1921,73,M
140,1922,73,M
129,1923,73,M
183,1924,73,M
183,1925,73,M
189,1926,73,M
165,1927,73,M
147,1928,73,M
162,1929,73,M
180,1930,73,M
167,1931,73,M
188,1932,73,M
163,1933,73,M
187,1934,73,M
183,1935,73,M
216,1936,73,M
234,1937,73,M
229,1938,73,M
218,1939,73,M
247,1940,73,M
204,1941,73,M
191,1942,73,M
190,1943,73,M
220,1944,73,M
185,1945,73,M
203,1946,73,M
245,1947,73,M
251,1948,73,M
247,1949,73,M
245,1950,73,M
260,1951,73,M
246,1952,73,M
243,1953,73,M
257,1954,73,M
229,1955,73,M
214,1956,73,M
266,1957,73,M
334,1958,73,M
321,1959,73,M
333,1960,73,M
299,1961,73,M
358,1962,73,M
360,1963,73,M
340,1964,73,M
443,1965,73,M
439,1966,73,M
474,1967,73,M
438,1968,73,M
400,1969,73,M
479,1970,73,M
449,1971,73,M
443,1972,73,M
430,1973,73,M
417,1974,73,M
442,1975,73,M
453,1976,73,M
523,1977,73,M
543,1978,73,M
478,1979,73,M
549,1980,73,M
478,1981,73,M
507,1982,73,M
540,1983,73,M
541,1984,73,M
545,1985,73,M
543,1986,73,M
559,1987,73,M
547,1988,73,M
571,1989,73,M
578,1990,73,M
585,1991,73,M
634,1992,73,M
615,1993,73,M
681,1994,73,M
752,1995,73,M
668,1996,73,M
714,1997,73,M
718,1998,73,M
750,1999,73,M
745,2000,73,M
783,2001,73,M
787,2002,73,M
820,2003,73,M
878,2004,73,M
871,2005,73,M
838,2006,73,M
804,2007,73,M
801,2008,73,M
790,2009,73,M
792,2010,73,M
830,2011,73,M
817,2012,73,M
842,2013,73,M
800,2014,73,M
889,2015,73,M
1014,2016,73,M
1033,2017,73,M
1144,2018,73,M
1257,2019,73,M
73,1841,74,M
67,1842,74,M
75,1843,74,M
73,1844,74,M
72,1845,74,M
68,1846,74,M
45,1847,74,M
54,1848,74,M
49,1849,74,M
50,1850,74,M
62,1851,74,M
47,1852,74,M
64,1853,74,M
45,1854,74,M
41,1855,74,M
44,1856,74,M
46,1857,74,M
47,1858,74,M
26,1859,74,M
42,1860,74,M
22,1861,74,M
33,1862,74,M
63,1863,74,M
88,1864,74,M
87,1865,74,M
58,1866,74,M
45,1867,74,M
53,1868,74,M
80,1869,74,M
70,1870,74,M
35,1871,74,M
62,1872,74,M
91,1873,74,M
92,1874,74,M
121,1875,74,M
43,1876,74,M
70,1877,74,M
74,1878,74,M
66,1879,74,M
54,1880,74,M
45,1881,74,M
52,1882,74,M
76,1883,74,M
57,1884,74,M
46,1885,74,M
44,1886,74,M
53,1887,74,M
64,1888,74,M
64,1889,74,M
65,1890,74,M
39,1891,74,M
47,1892,74,M
60,1893,74,M
59,1894,74,M
65,1895,74,M
73,1896,74,M
84,1897,74,M
91,1898,74,M
87,1899,74,M
72,1900,74,M
76,1901,74,M
82,1902,74,M
102,1903,74,M
103,1904,74,M
129,1905,74,M
126,1906,74,M
109,1907,74,M
102,1908,74,M
103,1909,74,M
96,1910,74,M
97,1911,74,M
84,1912,74,M
91,1913,74,M
98,1914,74,M
108,1915,74,M
113,1916,74,M
107,1917,74,M
107,1918,74,M
120,1919,74,M
90,1920,74,M
78,1921,74,M
91,1922,74,M
113,1923,74,M
116,1924,74,M
160,1925,74,M
161,1926,74,M
167,1927,74,M
145,1928,74,M
123,1929,74,M
147,1930,74,M
164,1931,74,M
154,1932,74,M
170,1933,74,M
143,1934,74,M
174,1935,74,M
166,1936,74,M
191,1937,74,M
212,1938,74,M
202,1939,74,M
200,1940,74,M
224,1941,74,M
188,1942,74,M
175,1943,74,M
177,1944,74,M
202,1945,74,M
178,1946,74,M
190,1947,74,M
229,1948,74,M
239,1949,74,M
234,1950,74,M
226,1951,74,M
238,1952,74,M
228,1953,74,M
224,1954,74,M
238,1955,74,M
213,1956,74,M
193,1957,74,M
241,1958,74,M
306,1959,74,M
299,1960,74,M
318,1961,74,M
273,1962,74,M
342,1963,74,M
344,1964,74,M
326,1965,74,M
436,1966,74,M
428,1967,74,M
455,1968,74,M
413,1969,74,M
377,1970,74,M
460,1971,74,M
431,1972,74,M
432,1973,74,M
411,1974,74,M
394,1975,74,M
420,1976,74,M
436,1977,74,M
496,1978,74,M
515,1979,74,M
459,1980,74,M
526,1981,74,M
454,1982,74,M
484,1983,74,M
521,1984,74,M
519,1985,74,M
519,1986,74,M
528,1987,74,M
532,1988,74,M
524,1989,74,M
542,1990,74,M
556,1991,74,M
558,1992,74,M
608,1993,74,M
595,1994,74,M
650,1995,74,M
716,1996,74,M
637,1997,74,M
685,1998,74,M
686,1999,74,M
716,2000,74,M
724,2001,74,M
762,2002,74,M
766,2003,74,M
798,2004,74,M
857,2005,74,M
833,2006,74,M
816,2007,74,M
782,2008,74,M
779,2009,74,M
768,2010,74,M
764,2011,74,M
808,2012,74,M
809,2013,74,M
818,2014,74,M
781,2015,74,M
866,2016,74,M
987,2017,74,M
1007,2018,74,M
1111,2019,74,M
65,1841,75,M
69,1842,75,M
62,1843,75,M
59,1844,75,M
70,1845,75,M
67,1846,75,M
54,1847,75,M
40,1848,75,M
50,1849,75,M
47,1850,75,M
47,1851,75,M
58,1852,75,M
44,1853,75,M
61,1854,75,M
41,1855,75,M
35,1856,75,M
40,1857,75,M
38,1858,75,M
40,1859,75,M
25,1860,75,M
37,1861,75,M
21,1862,75,M
28,1863,75,M
60,1864,75,M
79,1865,75,M
78,1866,75,M
47,1867,75,M
44,1868,75,M
48,1869,75,M
74,1870,75,M
68,1871,75,M
30,1872,75,M
58,1873,75,M
81,1874,75,M
89,1875,75,M
112,1876,75,M
30,1877,75,M
64,1878,75,M
69,1879,75,M
62,1880,75,M
53,1881,75,M
41,1882,75,M
48,1883,75,M
71,1884,75,M
56,1885,75,M
42,1886,75,M
44,1887,75,M
48,1888,75,M
61,1889,75,M
59,1890,75,M
60,1891,75,M
38,1892,75,M
46,1893,75,M
59,1894,75,M
56,1895,75,M
63,1896,75,M
70,1897,75,M
82,1898,75,M
89,1899,75,M
80,1900,75,M
64,1901,75,M
71,1902,75,M
80,1903,75,M
102,1904,75,M
98,1905,75,M
124,1906,75,M
125,1907,75,M
104,1908,75,M
101,1909,75,M
100,1910,75,M
87,1911,75,M
93,1912,75,M
77,1913,75,M
87,1914,75,M
95,1915,75,M
108,1916,75,M
108,1917,75,M
102,1918,75,M
101,1919,75,M
113,1920,75,M
78,1921,75,M
75,1922,75,M
89,1923,75,M
106,1924,75,M
109,1925,75,M
154,1926,75,M
157,1927,75,M
165,1928,75,M
142,1929,75,M
112,1930,75,M
138,1931,75,M
155,1932,75,M
148,1933,75,M
165,1934,75,M
140,1935,75,M
173,1936,75,M
162,1937,75,M
187,1938,75,M
203,1939,75,M
190,1940,75,M
190,1941,75,M
215,1942,75,M
185,1943,75,M
169,1944,75,M
169,1945,75,M
192,1946,75,M
171,1947,75,M
182,1948,75,M
222,1949,75,M
235,1950,75,M
226,1951,75,M
219,1952,75,M
233,1953,75,M
219,1954,75,M
214,1955,75,M
232,1956,75,M
210,1957,75,M
189,1958,75,M
237,1959,75,M
299,1960,75,M
292,1961,75,M
302,1962,75,M
261,1963,75,M
321,1964,75,M
324,1965,75,M
299,1966,75,M
416,1967,75,M
409,1968,75,M
429,1969,75,M
397,1970,75,M
362,1971,75,M
442,1972,75,M
410,1973,75,M
402,1974,75,M
382,1975,75,M
380,1976,75,M
403,1977,75,M
418,1978,75,M
484,1979,75,M
496,1980,75,M
427,1981,75,M
502,1982,75,M
432,1983,75,M
466,1984,75,M
493,1985,75,M
490,1986,75,M
495,1987,75,M
493,1988,75,M
508,1989,75,M
502,1990,75,M
518,1991,75,M
538,1992,75,M
536,1993,75,M
588,1994,75,M
569,1995,75,M
624,1996,75,M
695,1997,75,M
618,1998,75,M
656,1999,75,M
661,2000,75,M
687,2001,75,M
699,2002,75,M
732,2003,75,M
741,2004,75,M
770,2005,75,M
829,2006,75,M
806,2007,75,M
797,2008,75,M
756,2009,75,M
756,2010,75,M
747,2011,75,M
742,2012,75,M
790,2013,75,M
779,2014,75,M
802,2015,75,M
767,2016,75,M
837,2017,75,M
967,2018,75,M
985,2019,75,M
66,1841,76,M
61,1842,76,M
63,1843,76,M
45,1844,76,M
55,1845,76,M
64,1846,76,M
53,1847,76,M
49,1848,76,M
36,1849,76,M
48,1850,76,M
45,1851,76,M
43,1852,76,M
54,1853,76,M
41,1854,76,M
57,1855,76,M
34,1856,76,M
33,1857,76,M
33,1858,76,M
36,1859,76,M
37,1860,76,M
20,1861,76,M
35,1862,76,M
19,1863,76,M
